codaNUM2018,REC,nClicks,Duration,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,ICI10,ICI11,ICI12,ICI13,ICI14,ICI15,ICI16,ICI17,ICI18,ICI19,ICI20,ICI21,ICI22,ICI23,ICI24,ICI25,ICI26,ICI27,ICI28,ICI29,ICI30,ICI31,ICI32,ICI33,ICI34,ICI35,ICI36,ICI37,ICI38,ICI39,ICI40,TagOnTime,Name,Whale,Coda,TsTo,Focal,IPI1,IPI2,IPI3,IPI4,IPI5,IPI6,IPI7,IPI8,IPI9,IPI10,IPI11,IPI12,IPI13,IPI14,IPI15,IPI16,IPI17,IPI18,IPI19,IPI20,IPI21,IPI22,IPI23,IPI24,IPI25,IPI26,IPI27,IPI28,IPI29,IPI30,IPI31,IPI32,IPI33,IPI34,IPI35,IPI36,IPI37,IPI38,IPI39,IPI40,codaGroup ,average Pw,Pw1,Pw2,Pw3,Pw4,Pw5,Pw6,Pw7,Pw8,Pw9,Pw10,Pw11,Pw12,Pw13,Pw14,Pw15,Pw16,Pw17,Pw18,Pw19,Pw20,Pw21,Pw22,Pw23,Pw24,Pw25,Pw26,Pw27,Pw28,Pw29,Pw30,Pw31,Pw32,Pw33,Pw34,Pw35,Pw36,Pw37,Pw38,Pw39,Pw40,depth,Acc_x,Acc_y,Acc_z,Mag_x,Mag_y,Mag_z,Roll,Pitch,Head
6105,sw061b003,5,0.759978,0.2143041,0.2226308,0.2010365,0.1220066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,12,18063.1432,0,1.6333333,1.4416667,2.725,3.1166667,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,1.14E+01,4.42E+00,4.38E+00,2.17E+00,5.26E+01,2.33E+00,2.33E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158584888,0.252596808,-0.066681966,0.966473782,16.46848152,-14.65226536,-26.87571973,-0.068885943,0.255060447,0.632951833
6093,sw061b003,5,0.9572636,0.3149259,0.3078935,0.1856193,0.1488249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,2,17,18063.1584,0,3.0583333,3.1,3.1166667,3.0833333,3.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,4.47E+00,2.35E+00,2.17E+00,1.73E+01,1.68E+00,1.64E+00,1.64E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158584888,0.252596808,-0.066681966,0.966473782,16.46848152,-14.65226536,-26.87571973,-0.068885943,0.255060447,0.632951833
6076,sw061b003,5,0.7971833,0.2778167,0.2447583,0.15305,0.1215583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,1,8,18063.2586,1,3.125,3.1166667,3.1166667,3.125,3.0916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,1.33E+00,1.23E+00,1.35E+00,1.51E+00,1.27E+00,1.31E+00,1.31E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103829437,0.24957437,-0.070251086,0.971622603,16.53870686,-14.56417601,-26.83466912,-0.072177254,0.250800422,0.633691386
6107,sw061b003,5,0.4068863,0.0867879,0.1121108,0.1089024,0.0990852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,4,2,18065.0564,0,2.5833333,2.625,2.6,2.6,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,1.33E-02,6.26E-03,1.27E-02,1.59E-02,1.59E-02,1.44E-02,1.44E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472265078,0.238614275,-0.034354809,0.964472528,16.95842474,-14.98480704,-26.43255175,-0.035605255,0.242386031,0.612020223
6124,sw061b003,6,0.2401333,0.0648,0.0500667,0.0476166,0.0399334,0.0377166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,1,18828.4989,0,2.6416667,2.6,2.6083333,2.6333333,2.65,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,5.84E-02,4.37E-02,1.07E-01,7.59E-02,4.95E-02,4.07E-02,4.58E-02,4.58E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.89665658,-0.96142548,-0.249369757,0.090899374,27.84773813,-16.67867447,12.13944012,-1.221248256,-1.30143597,-0.211446031
6125,sw061b003,5,0.3156306,0.1013512,0.0793561,0.0646143,0.070309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,2,18835.2866,0,2.7083333,2.7916667,2.7666667,2.7916667,2.8416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,3.79E-03,4.32E-03,5.1E-03,4.16E-03,3.58E-03,2.78E-03,2.78E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.86316989,-0.972126215,-0.233359127,0.005619658,27.14672861,-19.49291054,8.953541547,-1.546719393,-1.335138045,-0.321143751
6126,sw061b003,5,0.2848839,0.1018803,0.0762103,0.0594778,0.0473155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,3,18840.1692,0,2.7916667,2.7416667,2.7333333,2.725,2.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,2.59E-03,2.83E-03,2.6E-03,2.38E-03,2.22E-03,2.76E-03,2.76E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.27939042,-0.973240504,-0.212516354,0.019598222,26.96357732,-20.87788867,6.040361517,-1.478836601,-1.354927067,-0.152706042
6114,sw061b003,6,0.394275,0.0870917,0.0971166,0.0742084,0.061675,0.0741833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,2,1,18841.4839,0,3.0916667,3.0916667,3.0916667,3.075,3.0833333,3.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,4.93E+00,3.86E+00,5.89E+00,5.44E+00,4.79E+00,4.91E+00,4.8E+00,4.8E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.65727384,-0.977594499,-0.196514204,0.017279995,26.71226461,-21.37481903,5.546984019,-1.483089365,-1.371676586,-0.136327444
6115,sw061b003,5,0.3181916,0.1058416,0.0885084,0.0625,0.0613416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,2,2,18845.5093,0,3.075,3.0916667,3.075,3.075,3.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,5.54E+00,5.15E+00,6.18E+00,5.21E+00,5.06E+00,5.8E+00,5.8E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.96399525,-0.984345543,-0.158243382,0.042391369,25.98817225,-22.77954542,3.163068758,-1.309054827,-1.405879476,0.10562758
6127,sw061b003,5,0.3642508,0.0915311,0.0754399,0.1198109,0.0774689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,4,18847.1653,0,2.8,2.8666667,2.8333333,2.85,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,5.32E-02,4.86E-02,6.65E-02,5.27E-02,4.68E-02,5.22E-02,5.22E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.58434289,-0.988953992,-0.11553086,0.057226974,25.11362389,-23.81372868,1.881825833,-1.110884235,-1.441159885,0.338496562
6116,sw061b003,5,0.3535667,0.1162917,0.1002916,0.0680417,0.0689417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,2,3,18847.3693,0,3.075,3.0833333,3.075,3.075,3.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,5.98E+00,5.2E+00,6.45E+00,5.76E+00,5.93E+00,6.27E+00,6.27E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.83740553,-0.990888503,-0.111263541,0.05817949,24.92058873,-23.96198787,1.576402447,-1.088998518,-1.444757009,0.371381316
6108,sw061b003,5,0.7230583,0.1843083,0.23495,0.1780917,0.1257083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,1,1,18852.6096,1,3.025,3.0166667,3.0583333,3.0916667,3.0666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1.03E+00,5.41E-01,1.24E+00,1.07E+00,9.45E-01,1.19E+00,1.19E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.96950991,-0.97933036,-0.045771782,0.17672482,22.6496788,-25.63066688,-5.74870131,-0.253431433,-1.386502458,1.382698956
6128,sw061b003,5,0.3576529,0.0847274,0.080579,0.0733824,0.1189641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,5,18852.7393,0,2.9083333,2.9,2.8666667,2.8833333,2.8666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,2.58E-02,2.74E-02,3.31E-02,5.77E-03,2.41E-02,3.23E-02,3.23E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.09249552,-0.977264306,-0.040264044,0.166755369,22.57451662,-25.70852652,-5.487010761,-0.236921001,-1.397028216,1.397767841
6109,sw061b003,5,0.7106333,0.204425,0.2308416,0.1532084,0.1221583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,1,2,18857.5693,1,3.0583333,3.0666667,3.0583333,3.075,3.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1.41E+00,1.39E+00,1.54E+00,1.42E+00,1.29E+00,1.39E+00,1.39E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.7981527,-0.98560828,-0.07267436,0.13562683,22.91141425,-24.79755935,-7.94903353,-0.49190731,-1.415928907,1.261535698
6110,sw061b003,5,0.7559666,0.2186416,0.2440825,0.1557509,0.1374916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,1,3,18861.5882,1,3.05,3.1,3.0666667,3.0666667,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1.32E+00,1.67E+00,1.29E+00,1.04E+00,9.94E-01,1.46E+00,1.46E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.5340464,-0.980760874,-0.138112696,0.114625603,23.95926918,-23.17136535,-9.810146669,-0.878062506,-1.38979536,0.95868092
6111,sw061b003,5,0.7525667,0.229725,0.2353104,0.1624023,0.125129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,1,4,18865.9903,1,3.025,3.1083333,3.0916667,3.1,3.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1.55E+00,1.6E+00,1.16E+00,1.56E+00,1.36E+00,1.81E+00,1.81E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.3818867,-0.981400398,-0.134690416,0.120983792,24.25568657,-23.3973679,-8.481173971,-0.838956617,-1.388367568,0.942451116
6129,sw061b003,5,0.3224628,0.1033104,0.0884382,0.0701724,0.0605418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,6,18866.339,0,2.7083333,2.8333333,2.8416667,2.8583333,2.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,8.74E-02,7.6E-02,9.94E-02,9.57E-02,9.26E-02,8.02E-02,8.02E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.7338866,-0.996608079,-0.143291336,0.10660315,24.57849736,-23.42282184,-7.339744432,-0.931171466,-1.393474372,0.820514797
6130,sw061b003,5,0.2937071,0.0889401,0.082919,0.0633815,0.0584665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,7,18870.7982,0,2.8833333,2.75,2.8416667,2.8833333,2.7916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,5.79E-02,6.42E-02,6.33E-02,5.97E-02,5.76E-02,5.12E-02,5.12E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.303037,-0.977229429,-0.122785479,0.145807456,25.20739043,-23.76403558,-1.090631856,-0.699893882,-1.378153375,0.781402299
6112,sw061b003,5,0.7440083,0.220571,0.239104,0.1622416,0.1220917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,1,5,18870.8272,1,3.0333333,3.0583333,3.025,3.0583333,3.0583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1.52E+00,1.84E+00,1.46E+00,1.75E+00,1.28E+00,1.41E+00,1.41E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.3827885,-0.976685879,-0.123622526,0.144175762,25.25760583,-23.74791363,-0.962310535,-0.708799383,-1.378740681,0.768965892
6113,sw061b003,5,0.7468167,0.229253,0.2453887,0.1494667,0.1227083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,1,6,18875.6302,1,3.025,3.0583333,3.0333333,3.0083333,2.9916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1.44E+00,1.78E+00,1.23E+00,1.6E+00,1.29E+00,1.38E+00,1.38E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.1604083,-0.972121561,-0.097514582,0.18326466,25.23818642,-23.57969704,2.406332419,-0.488994316,-1.3604096,0.82514118
6131,sw061b003,5,0.3429199,0.0906466,0.0998603,0.0821941,0.0702189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,8,18875.6999,0,2.8,2.7833333,2.8333333,2.8583333,2.7416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,4.44E-02,4.49E-02,3.85E-02,3.79E-02,6.55E-02,3.97E-02,3.97E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.1604083,-0.972121561,-0.097514582,0.18326466,25.23818642,-23.57969704,2.406332419,-0.488994316,-1.3604096,0.82514118
6132,sw061b003,7,0.321132,0.1038642,1.2E-06,2.4E-06,0.0753097,0.0679546,0.0739999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,9,18882.3648,0,2.8166667,2.65,2.65,2.65,2.7333333,2.7333333,2.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,8.69E-02,6.65E-02,1.01E-01,1.01E-01,1.01E-01,1.01E-01,7.15E-02,7.69E-02,7.69E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.180043,-0.974154536,-0.046135133,0.240187431,24.7140312,-24.21899445,1.53109653,-0.189768428,-1.324813628,1.101725887
6133,sw061b003,5,0.3543334,0.0925417,0.0943,0.0732333,0.0942584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,10,18886.8609,0,2.8333333,2.8583333,2.8333333,2.8583333,2.8416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,2.99E-01,3.57E-01,2.77E-01,3.07E-01,2.34E-01,3.09E-01,3.09E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.4858736,-0.9544281,-0.18630083,0.35208063,27.70458446,-20.06437138,5.455198297,-0.486688902,-1.175421388,0.568229428
6117,sw061b003,5,0.3047,0.085275,0.0880417,0.0633,0.0680833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,2,4,18890.6868,0,3.0833333,3.0833333,3.0666667,3.0666667,3.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,5.94E+00,6.7E+00,6.5E+00,5.43E+00,5.18E+00,5.9E+00,5.9E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.3565416,-0.94048615,0.028699561,0.317291434,25.44160375,-21.99275425,7.975805475,0.090206262,-1.244181516,1.022723909
6134,sw061b003,5,0.3162975,0.0969061,0.0763487,0.0680787,0.074964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,11,18890.7501,0,2.8083333,2.8166667,3.0666667,3.075,2.7916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.73E+00,1.9E-01,1.8E-01,1.57E+01,1.79E+01,1.78E-01,1.78E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4613695,-0.933289052,0.027979756,0.317589275,25.36669878,-22.28025004,7.624513958,0.087873563,-1.241616766,1.036214314
6135,sw061b003,6,0.3258673,0.095522,0.0917428,0.0723355,4E-06,0.066263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,12,18894.4663,0,2.8833333,2.8333333,2.85,2.8333333,2.8333333,2.8583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,1.63E-01,2.59E-01,1.95E-01,1.58E-01,1.44E-01,1.43E-01,1.2E-01,1.2E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.5025208,-0.900853607,-0.181053105,0.327904456,28.82833276,-17.41839387,8.163702199,-0.504493926,-1.176749984,0.418065868
6118,sw061b003,5,0.3224917,0.1149,0.0776167,0.0681583,0.0618167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,2,5,18894.809,0,3.0833333,3.0916667,3.075,3.075,3.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,7.57E+00,7.45E+00,8.98E+00,7.3E+00,6.58E+00,7.56E+00,7.56E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.8180198,-0.893887995,-0.135108286,0.388383248,29.74414495,-15.76380767,8.276365048,-0.334779239,-1.13963532,0.465313367
6136,sw061b003,5,0.3180676,0.0966212,0.0815812,0.0707911,0.0690741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,13,18898.0837,0,2.8083333,2.825,2.825,2.8166667,2.8416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,1.96E-01,1.96E-01,1.71E-01,1.76E-01,1.96E-01,2.19E-01,2.19E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.7765011,-0.884623882,-0.097965446,0.362700993,27.46025943,-19.45651782,8.387981156,-0.263804801,-1.169181177,0.628010057
6119,sw061b003,6,0.408925,0.0955333,0.0871417,0.068825,0.063725,0.0937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,2,6,18898.2867,0,3.075,3.0833333,3.075,3.0666667,3.075,3.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,7.3E+00,7.19E+00,9.05E+00,7.82E+00,7.17E+00,7.48E+00,6.18E+00,6.18E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9374888,-0.932328382,-0.059961228,0.350506093,27.33674369,-19.98798115,7.536022615,-0.169430337,-1.206419177,0.748814143
6137,sw061b003,5,0.361344,0.1231428,0.0967562,0.0717892,0.0696558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,3,14,18902.5151,0,2.8166667,2.7833333,2.825,2.8416667,2.8416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,1.3E-01,1.39E-01,1.24E-01,1.32E-01,1.28E-01,1.28E-01,1.28E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.2896927,-0.949867249,-0.120910706,0.296770379,28.55860857,-15.82847343,11.81516042,-0.386888016,-1.245417844,0.385235182
6120,sw061b003,5,0.308275,0.0709584,0.0877333,0.0727,0.0768833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2015,ATWOOD,2,7,18903.0515,0,3.075,3.0833333,3.075,3.0833333,3.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1E+01,8.87E+00,1.19E+01,1.03E+01,9.1E+00,9.99E+00,9.99E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7808734,-0.933798437,-0.111738712,0.325146698,29.03557815,-14.60937169,12.17007,-0.331012277,-1.21801352,0.371806439
